title,author,date_time,month,day,column,url
Community members share remembrances for John Feinstein,Remembrances,2025-03-18T12:00:00Z,Mar,18,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/remembrances-john-feinstein-67d8fdb6e2e2f-20250318.html
"Seriously, block my shot: March Madness, gender inequity and playing pickup in Wilson",Samantha George,2025-03-17T10:00:00Z,Mar,17,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/block-my-shot-march-madness-gender-inequity-pickup-20250317.html
Getting close enough to care,Luke A. Powery,2025-03-17T10:00:00Z,Mar,17,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/getting-close-enough-to-care-20250317.html
Favors for your future self,Anna Garziera,2025-03-16T10:00:00Z,Mar,16,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/favors-for-your-future-self-20250316.html
Full of hot air (or steam): A plan to replace natural gas at Duke,Aaron Siegle,2025-03-16T10:00:00Z,Mar,16,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/full-of-hot-air-replace-natural-gas-20250316.html
The Chronicle is accepting remembrances for John Feinstein,Remembrances,2025-03-14T16:00:00Z,Mar,14,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/remembrances-john-feinstein-20250314.html
"If academic freedom trumps the freedom to protest, democracy dies",Eli Meyerhoff,2025-03-07T23:00:00Z,Mar,7,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/academic-freedom-trumps-protest-democracy-dies-20250307.html
"On the recent anniversary of Paul Farmer’s death: Language, community engagement and global health",Mya Harris,2025-03-06T11:00:00Z,Mar,6,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/paul-farmer-anniversary-global-health-20250306.html
Navigating the Duke journey as a 22-year-old freshman,Myat Theingi,2025-03-05T11:00:00Z,Mar,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/navigating-duke-journey-22-year-old-freshman-20250305.html
How language subjugates women: The hidden sexism in titles,Aria Dwoskin,2025-03-05T11:00:00Z,Mar,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/language-subjugates-women-titles-20250305.html
What’s fizzin’?,Adam Levin,2025-03-04T11:00:00Z,Mar,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/whats-fizzin-20250304.html
The calculated ambush on Zelenskyy that shook the world,Leo Goldberg,2025-03-04T11:00:00Z,Mar,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/calculated-ambush-zelenskyy-20250304.html
Ashes for action,Luke A. Powery,2025-03-03T11:00:00Z,Mar,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/ashes-for-action-20250303.html
The value of the commute,Marc Wang,2025-03-02T11:00:00Z,Mar,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/value-of-commute-20250302.html
Duke has a spending problem: Invest in students not aesthetics,Noor Nazir,2025-02-28T11:00:00Z,Feb,28,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-spending-problem-students-aesthetics-20250228.html
An Instagram post is not enough to ‘save research’,Coral Lin,2025-02-28T11:00:00Z,Feb,28,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/instagram-post-not-save-research-20250228.html
"Streamlining research is a worthy goal, but the NIH cuts are dangerous and misguided",Alex Berkman,2025-02-27T11:00:00Z,Feb,27,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/streamlining-research-worthy-cuts-dangerous-misguided-20250227.html
My losing battle against AI cheating,Orin Starn,2025-02-27T11:00:00Z,Feb,27,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/losing-battle-ai-cheating-20250227.html
Calle de change: Why the honeymoon stage of study abroad matters,Valentina Garbelotto,2025-02-26T22:00:00Z,Feb,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/calle-de-change-20250226.html
On taking up space,Annie Ming Kowalik,2025-02-26T11:00:00Z,Feb,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/on-taking-up-space-20250226.html
On becoming children (even if for a day),Shambhavi Sinha,2025-02-25T11:00:00Z,Feb,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/on-becoming-children-20250225.html
"A call on Duke from Black queer alums to openly support transgender, gender-diverse Blue Devils","Seth C. Pearson, Tim'm West, Lee Levingston Perine, Ace Robinson, Jillian Johnson",2025-02-25T11:00:00Z,Feb,25,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/call-on-duke-from-black-queer-alums-20250225.html
The quiet power of today,Samantha George,2025-02-24T11:00:00Z,Feb,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/quiet-power-today-20250224.html
Duke selected as the first college for a Bachelor franchise spin-off: ‘The Baccalaureatte’,Monday Monday,2025-02-24T11:00:00Z,Feb,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-first-college-bachelor-spinoff-20250224.html
Mother (Nature) knows best,Anna Garziera,2025-02-23T11:00:00Z,Feb,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/mother-nature-knows-best-20250223.html
Home is where the bull is,Shruthi Narayanan,2025-02-21T11:00:00Z,Feb,21,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/home-is-where-bull-is-20250221.html
"Paper promises, priceless losses: The closure of Duke’s herbarium",Jakob Hagedorn,2025-02-21T11:00:00Z,Feb,21,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/paper-promises-priceless-losses-20250221.html
Duke’s administration should speak publicly about the University’s vital interests,"Timur Kuran, John Aldrich, Michael Munger",2025-02-20T11:00:00Z,Feb,20,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-should-speak-publicly-about-vital-interests-20250220.html
What’s up with protests at Duke?,Adam Levin,2025-02-19T11:00:00Z,Feb,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/whats-up-with-protests-duke-20250219.html
Tradition as an antidote to campus polarization,Sherman Criner,2025-02-18T11:00:00Z,Feb,18,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/tradition-antidote-campus-polarization-20250218.html
HUMBLE,Luke A. Powery,2025-02-17T11:00:00Z,Feb,17,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/humble-kendrick-lamar-20250217.html
‘The revolution’: Trump and the changing landscape of political activism,Aria Dwoskin,2025-02-16T11:00:00Z,Feb,16,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/the-revolution-trump-political-activism-20250216.html
They love me ... they love me not,Shruthi Narayanan,2025-02-14T11:00:00Z,Feb,14,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/they-love-me-not-20250214.html
Leg up to legacies: Self-serving bias and the 'Forever Duke' generation,Kareena Sukhnanan,2025-02-13T11:00:00Z,Feb,13,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/leg-up-to-legacies-20250213.html
The Department of Education may be on its way out. Is Duke prepared?,Leo Goldberg,2025-02-13T11:00:00Z,Feb,13,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/department-of-education-duke-prepared-20250213.html
Do we trust others the way we want to be trusted?,Angarag Gantogoo,2025-02-12T11:00:00Z,Feb,12,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/trust-others-way-we-want-to-be-trusted-20250212.html
Why I went back to therapy,Barbara Cardenas,2025-02-11T11:00:00Z,Feb,11,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/why-went-back-therapy-20250211.html
The hottest thing this Valentine’s Day may be specificity,Samantha George,2025-02-10T11:00:00Z,Feb,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/hottest-thing-valentines-day-specificity-20250210.html
Want not lack not,Anna Garziera,2025-02-09T11:00:00Z,Feb,9,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/want-not-lack-not-20250209.html
A plea to Duke’s administration: Will you stand for higher education?,Noor Nazir,2025-02-07T11:00:00Z,Feb,7,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/plea-to-duke-stand-for-higher-education-20250207.html
America’s oldest Black town can teach us something about the lost art of democracy,Avery Smedley,2025-02-06T11:00:00Z,Feb,6,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/americas-oldest-black-town-20250206.html
Trump’s Executive Order 14160: Worrisome for American democracy,Harrison Walley,2025-02-05T11:00:00Z,Feb,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/trumps-executive-order-20250205.html
The transfer portal has taken over college sports: Is Greek life next?,Alex Berkman,2025-02-05T11:00:00Z,Feb,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/transfer-portal-greek-life-20250205.html
No midnight oil to burn: Keep the libraries open later on Fridays and Saturdays ,Cara Eaton,2025-02-04T11:00:00Z,Feb,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/keep-libraries-open-later-fridays-saturdays-20250204.html
On glass and rubber balls: Happy Valentine’s Day,Advikaa Anand,2025-02-04T11:00:00Z,Feb,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/glass-rubber-balls-valentines-20250204.html
Breath support,Luke A. Powery,2025-02-03T13:00:00Z,Feb,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/breath-support-20250203.html
"Air Jordan drops UNC, proposes sponsoring Duke after Saturday's showing",Monday Monday,2025-02-03T11:00:00Z,Feb,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/air-jordan-drops-unc-monday-monday-20250203.html
Trump’s strategy of manufactured crisis: The TikTok ban and beyond,Aria Dwoskin,2025-02-02T11:00:00Z,Feb,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/trump-manufactured-crisis-tiktok-20250202.html
North Carolina: Ground zero for right-wing policy,Adam Levin,2025-02-02T11:00:00Z,Feb,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/north-carolina-ground-zero-right-wing-policy-20250202.html
From Berlin to Duke: A tale for the uncertain at heart,Lisa Maria Stirbu,2025-01-31T11:00:00Z,Jan,31,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/from-berlin-to-duke-20250131.html
Golden or gilded? Trump’s inauguration sends an ominous message to the working class,"Quaid Sutherland, Polyna Uzun",2025-01-30T11:00:00Z,Jan,30,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/golden-or-gilded-20250130.html
Hopefully someday I can go back home,Myat Theingi,2025-01-29T11:00:00Z,Jan,29,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/hopefully-someday-go-back-home-20250129.html
Let’s bring back the comedy movie,Alex Berkman,2025-01-28T11:00:00Z,Jan,28,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/bring-back-comedy-movies-20250128.html
"A man, a plan, a canal, America?",Leo Goldberg,2025-01-28T11:00:00Z,Jan,28,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/man-plan-canal-america-20250128.html
Embrace contradiction: Owning unique experiences in the face of their commonality,Samantha George,2025-01-27T11:00:00Z,Jan,27,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/embrace-contradiction-unique-experience-20250127.html
Here’s your diploma,Anna Garziera,2025-01-26T11:00:00Z,Jan,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/heres-your-diploma-20250126.html
Rekindling hope: Finding a path forward amidst destruction,Aaron Siegle,2025-01-24T11:00:00Z,Jan,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/rekindling-hope-20250124.html
"It’s all an act, really",Ashlei Tomlinson,2025-01-24T11:00:00Z,Jan,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/its-all-an-act-20250124.html
One more minute: Romanticizing the wonder of being,Annie Ming Kowalik,2025-01-21T11:00:00Z,Jan,21,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/one-more-minute-20250121.html
"Duke professor to launch new academic TikTok, GPAs expected to hit record highs",Monday Monday,2025-01-20T11:00:00Z,Jan,20,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-professor-launch-new-academic-tiktok-20250120.html
Stranger danger? A lesson from Howard Thurman on King Day,Luke A. Powery,2025-01-20T11:00:00Z,Jan,20,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/lesson-from-howard-thurman-king-day-20250120.html
What Duke (and universities like it) can get wrong about civil dialogue,Alice Qin,2025-01-14T11:00:00Z,Jan,14,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-can-get-civil-dialogue-wrong-20250114.html
Duke Athletics to change 2025-2026 Duke men's basketball tenting entry test for UNC game,Monday Monday,2025-01-13T11:00:00Z,Jan,13,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-athletics-change-tenting-test-monday-monday-20250113.html
The Chronicle is accepting remembrances for Tom Mehen,Remembrances,2025-01-07T03:00:00Z,Jan,7,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/remembrances-tom-mehen-20250107.html
Community members share remembrances for Jiani 'Thea' Yu,Remembrances,2024-12-27T16:00:00Z,Dec,27,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/remembrances-jiani-thea-yu-20241227.html
How the Grinch is stealing our voting rights ,Katherine Gallagher,2024-12-23T11:00:00Z,Dec,23,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/grinch-is-stealing-our-voting-rights-20241223.html
What the trans-exclusionary story about sport gets wrong,Joseph Hiller,2024-12-13T17:00:00Z,Dec,13,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/trans-exclusionary-story-about-sport-gets-wrong-20241213.html
A love letter to Duke fitness classes: Rediscovering the joy of movement,Valentina Garbelotto,2024-12-12T17:00:00Z,Dec,12,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/love-letter-to-duke-fitness-classes-20241212.html
Reflections on the greatest war criminal in American history,Leo Goldberg,2024-12-11T13:00:00Z,Dec,11,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/greatest-war-criminal-american-history-20241211.html
Beyond red and blue,Jasmine Fan,2024-12-10T13:00:00Z,Dec,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/beyond-red-and-blue-20241210.html
"Duke extends winter break through spring, dorms to become Airbnbs",Monday Monday,2024-12-09T13:00:00Z,Dec,9,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/monday-monday-duke-extends-winter-break-20241209.html
Beyond the spectacular: Why storytelling matters,Natalia Harnisch,2024-12-06T13:00:00Z,Dec,6,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/beyond-the-spectacular-20241206.html
Writing in a time of robots,Aaron Siegle,2024-12-06T13:00:00Z,Dec,6,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/writing-in-time-of-robots-20241206.html
The subtle politics of Duke merchandise,Cara Eaton,2024-12-05T13:00:00Z,Dec,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/subtle-politics-duke-merchandise-20241205.html
The Chronicle is accepting remembrances for Jiani Yu,Remembrances,2024-12-05T04:00:00Z,Dec,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/remembrances-jiani-yu-20241205.html
Revisiting the complicated history of the Duke rice diet,Nik Narain,2024-12-04T16:30:00Z,Dec,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/complicated-history-duke-rice-diet-20241204.html
Confessions of a discount factor,Anna Garziera,2024-12-03T13:00:00Z,Dec,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/confessions-discount-factor-20241203.html
How will you end?,Luke A. Powery,2024-12-02T16:00:00Z,Dec,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/how-will-you-end-20241202.html
I deleted Instagram. Here’s what changed.,Susan Chemmanoor,2024-11-26T13:00:00Z,Nov,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/i-deleted-instagram-20241126.html
What your favorite library says about you,Shambhavi Sinha,2024-11-25T13:00:00Z,Nov,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/favorite-library-says-about-you-20241125.html
Cutting people off over politics,Sonia Green,2024-11-22T13:00:00Z,Nov,22,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/cutting-people-off-over-politics-20241122.html
Life beyond the game: Redefining purpose after golf,Sophia Bae,2024-11-22T13:00:00Z,Nov,22,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/life-beyond-the-game-20241122.html
The bitter brew,Gabriel Markwei,2024-11-22T13:00:00Z,Nov,22,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/the-bitter-brew-20241122.html
You can’t park here (even though you go here),Paul Dilly,2024-11-21T13:00:00Z,Nov,21,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/you-cant-park-here-20241121.html
Pelleted by pollution: Why wood biomass is a false solution to the climate crisis,Aaron Siegle,2024-11-20T13:00:00Z,Nov,20,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/wood-biomass-false-solution-to-climate-crisis-20241120.html
Stop listening to sad music this fall — listen to house music instead ,Kate-Yeonjae Jeong,2024-11-20T13:00:00Z,Nov,20,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/stop-listening-sad-music-listen-house-20241120.html
The fall of fluency,Anna Garziera,2024-11-19T13:00:00Z,Nov,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/fall-of-fluency-20241119.html
Maybe I am entitled to an A,Umang Dhingra,2024-11-19T13:00:00Z,Nov,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/maybe-i-am-entitled-to-an-a-20241119.html
Circus Fusion and three other classes you should take in the spring,Monday Monday,2024-11-18T13:00:00Z,Nov,18,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/circus-fustion-and-three-other-classes-20241118.html
Generous pluralism at Duke,Luke A. Powery,2024-11-18T13:00:00Z,Nov,18,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/generous-pluralism-20241118.html
Duke needs a Jewish movement in solidarity with Palestinian liberation,"Eli Meyerhoff, Bindu Thota, Abi Human, Matthew Slayton",2024-11-15T13:00:00Z,Nov,15,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/duke-needs-jewish-solidarity-movement-20241115.html
Leaving your room 101: A homebody’s guide to West Campus study spaces ,Valentina Garbelotto,2024-11-14T23:00:00Z,Nov,14,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/111424-garbelotto-study-spaces-20241114.html
Beyond the stained glass,Arya Krishnan,2024-11-13T13:00:00Z,Nov,13,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/111324-krishnan-beyond-stained-glass-20241113.html
The tragedy of the tragedy ,Aaron Siegle,2024-11-11T13:00:00Z,Nov,11,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/111124-siegle-tragedy-of-tragedy-20241111.html
Is my algorithm transphobic? And other questions for the algorithm,Nik Narain,2024-11-08T13:00:00Z,Nov,8,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110824-narain-is-my-algorithm-transphobic-20241108.html
A selfish victory: The policy possibilities of a Trump victory,Advikaa Anand,2024-11-08T13:00:00Z,Nov,8,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110824-anand-policy-possibilities-trump-20241108.html
What do we watch now?,Sonia Green,2024-11-07T13:00:00Z,Nov,7,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110724-green-what-do-we-watch-now-20241107.html
‭Tim Walz coming to Duke was momentous. If only we all could have seen him.‬,Cara Eaton,2024-11-07T13:00:00Z,Nov,7,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110724-eaton-if-only-all-see-walz-20241107.html
What students can do to lower their risk for burnout,"Bridgette Hard, Natalie Lewis",2024-11-06T13:00:00Z,Nov,6,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110624-lewis-students-can-lower-burnout-20241106.html
It’s time for Duke to up its game on climate change,Tom Campbell,2024-11-06T13:00:00Z,Nov,6,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110624-campbell-up-game-on-climate-change-20241106.html
Why accept the outcome of an election?,Alexander Kirshner,2024-11-05T13:00:00Z,Nov,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110524-kirshner-why-accept-election-outcome-20241105.html
How economics can guide us: A story of rationality and equilibrium,Ling Lei,2024-11-05T13:00:00Z,Nov,5,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110424-lei-how-economics-can-guide-us-20241105.html
The best place to leave a mark,Anna Garziera,2024-11-05T13:00:00Z,Nov,5,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110524-garziera-best-place-to-leave-mark-20241105.html
Understanding the Hispanic vote,Katherine Ramirez,2024-11-04T13:00:00Z,Nov,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110424-ramirez-understanding-hispanic-vote-20241104.html
A poetic prayer to elect our common humanity,Luke A. Powery,2024-11-04T13:00:00Z,Nov,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110424-powery-elect-common-humanity-20241104.html
"Duke-inspired romcom, “Midnight in K-Ville,” greenlit at Netflix",Monday Monday,2024-11-04T13:00:00Z,Nov,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110424-monday-monday-midnight-in-k-ville-20241104.html
Democracy is on the ballot,David E. Price,2024-11-01T12:00:00Z,Nov,1,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/103124-price-democracy-is-on-ballot-20241101.html
Nothing is that deep! Or is it?,Angarag Gantogoo,2024-11-01T12:00:00Z,Nov,1,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110124-gantogoo-nothing-is-that-deep-20241101.html
Finding the right answer was never the point,Islam Tayeb,2024-11-01T12:00:00Z,Nov,1,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/110124-tayeb-right-answer-never-the-point-20241101.html
The art of going solo: Fall break adventures in DC,Valentina Garbelotto,2024-10-31T12:00:00Z,Oct,31,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/103124-garbelotto-art-going-solo-20241031.html
Duke students don’t care about art,Shambhavi Sinha,2024-10-30T12:00:00Z,Oct,30,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/103024-sinha-duke-students-dont-care-art-20241030.html
Raining gumdrops and bombs,Emily Esmaili,2024-10-30T12:00:00Z,Oct,30,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/103024-esmaili-raining-gumdrops-and-bombs-20241030.html
A mistaken view of liberal learning,Marc Wang,2024-10-29T12:00:00Z,Oct,29,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102924-wang-mistaken-view-of-liberal-learning-20241029.html
Truth and civil discourse,"Jay A. Pearson, Douglas Brook",2024-10-29T12:00:00Z,Oct,29,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102924-pearson-brook-truth-civil-discourse-20241029.html
Scientology and the dangers of neuroessentialism,Nik Narain,2024-10-28T12:00:00Z,Oct,28,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102824-narain-scientology-neuroessentialism-20241028.html
